text,label
"From: starowl@bolero.rahul.net (Michael D. Adams)
Subject: Re: How many heterosexuals are there?
Nntp-Posting-Host: bolero
Reply-To: starowl@a2i.rahul.net
X-Header: IGNORE ignore Ignore IgNoRe this line
Organization: D Service Actuarial Consulting
Lines: 11

kaldis@romulus.rutgers.edu (Theodore A. Kaldis) writes:

>_TOO_ many.

Agreed.  We need more folks to admit they're bi.

-- 
Michael D. Adams	(starowl@a2i.rahul.net)	  Champaign, IL / southeast AL

   ""THRUSH believes in the two-party system: The masters and the slaves.""
		-- Napoleon Solo (from The Man from U.N.C.L.E)
",space
"From: roy@panix.com (Roy Radow)
Subject: Re: A loathesome subject
Organization: PANIX Public Access Unix, NYC
Lines: 59

In <1ppjruINNhnt@elroy.jpl.nasa.gov> carlos@beowulf.Jpl.Nasa.Gov (Carlos Carrion) writes:

>In article <C4y3DD.L1n@panix.com> roy@panix.com (Roy Radow) writes:
>>     But this does not imply that ALL relationships between youth
>>     and adults are exploitative and abusive.

>>The critical factor here is whether the sexual activity is ""forced"" 
>>or whether it is an activity that is consensually agreed upon and 
>>freely engaged in by the people involved.

>>When a child is ""forced"" there is often ""damage"", on the other hand,

>	Wholeheartedly agree here.

>>""consensual"" relationships are often found to be ""positive experiences"" 
>>for all concerned.

>	Why do I find this hard to believe?
>	Care to convince us?

Carlos,

   Why not check out some of the scientific research that has been
done in this area and convince yourself.

   Research around the world indicates that the issue of coercion is
the critical factor. 

For those interested in research on the topic I can suggest, Li et al
(England), Constantine (United States), and Sandfort (The Netherlands).
I especially like Sandfort's research for he actually quotes what the
boys who are involved in the relationships have to say.



Children and Sex: New Findings, New Perspectives by Larry Constantine
  & Floyd M. Martinson (eds.). Little Brown & Co., Boston, 1980.
Boys On Their Contacts With Men by Theo Sandfort, Global Academic
  Publishers, Elmhurst, New York, 1987.
Perspectives on Paedophilia by Brian Taylor (ed.). Batsford Academic &
  Educational Ltd., London, 1981.
Paedophilia: A Factual Report by Frits Bernard. Enclave, Rotterdam,
  The Netherlands, 1985.
Sexual Experience Between Men and Boys by Parker Rossman. Maurice
  Temple Smith Ltd., Middlesex, Great Britain, 1985.
Children's Sexual Encounters With Adults by C.K. Li, D.J. West & T.P.
  Woodhouse. Gerald Duckworth & Co., London, 1990.


Yours in Liberation,

Roy


-- 
Roy Radow               roy@panix.com         ...rutgers!cmcl2!panix!roy
North American Man/Boy Love Association -For a packet containing a sample
Bulletin, publications list and membership information send $1.00 postage
to: NAMBLA Info,  Dept.RR,  PO Box 174,  Midtown Station,  NYC NY  10018.
",space
"From: ervan@rice.edu (Ervan Darnell)
Subject: Re: Limiting Govt (was Re: Employment (was Re: Why not concentrate...)
Originator: ervan@dawn.cs.rice.edu
Reply-To: ervan@rice.edu (Ervan Darnell)
Organization: Rice University
Lines: 35


In article <1993Apr18.172531.10946@isc-br.isc-br.com>, steveh@thor.isc-br.com (Steve Hendricks) writes:
|> In article <16APR199317110543@rigel.tamu.edu> gmw0622@rigel.tamu.edu (Mr. Grinch) writes:
|> >In article <1993Apr15.170731.8797@isc-br.isc-br.com>, steveh@thor.isc-br.com (Steve Hendricks) writes...
|> [.....]
|> Of course, one again faces the question of how one circumscribes government
|> power (and keeps it circumscribed) in a complex society when it is in the 
|> interest of neither capitalists nor consumers to refrain from using 
|> government power for their own ends.  But apart from that little 
|> conundrum...


This is a difficult problem for which there is no obviously good
solution.  One approach is simply to try and move political opinion
and hope a new more libertarian consensus lasts for a while.  Another
approach is to try and amend the constitution.  The original
constitution restrained the U.S. government from economic intervention
for 100 to 150 years, depending on just how one wants to count it.
The First Amendment, though weakened in many ways, still restrains
government (particularly state and local), even though on many
particular issues the majority is in favor of censorship.  I think
libertarians would be happy with another 100 years of restraint via
an amendment or two (not that I think that's likely to happen).

Not necessarily Mr. Hendricks, but other posters seem to see this as
a problem with libertarianism, that it cannot be stable.  That might
be true, but it is not an objection to libertarianism per se.  If
a libertarian political consensus forms for a decade or two and then
falls apart again, we would just be back where we are now.  This is
unlike the case for socialism where a socialist consensus that held
for a while and then fell apart would not leave us where we are now,
but instead with lots of bureaucracy that would be hard to get rid of,
if not tyranny as the end condition of a strong socialist consensus.
-- 
Ervan Darnell                                        ervan@cs.rice.edu
",space
"From: lfoard@hopper.Virginia.EDU (Lawrence C. Foard)
Subject: Re: New Study Out On Gay Percentage
Organization: ITC/UVA Community Access UNIX/Internet Project
Lines: 47

In article <1993Apr16.200354.8045@magnus.acs.ohio-state.edu> rscharfy@magnus.acs.ohio-state.edu (Ryan C Scharfy) writes:
>
>In article <C5K5LC.CyF@murdoch.acc.Virginia.EDU> lfoard@hopper.Virginia.EDU (La
>wrence C. Foard) writes:
>>In article <15378@optilink.com> cramer@optilink.COM (Clayton Cramer) writes:
>>>
>>>
>>>From the Santa Rosa (Cal.) Press-Democrat, April 15, 1993, p. B2:
>>>
>>>    Male sex survey: Gay activity low
>>>
>>>    A new natonal study on male sexual behavior, the most thorough
>>>    examination of American men's sexual practices published since
>>>    the Kinsey report more than four decades ago, shows about 2
>>>    percent of the men surveyed had engaged in homosexual sex and
>>>    1 percent considered themselves exclusively homosexual.
>>>
>>>    The figures on homosexuality in the study released Wednesday
>>>    by the Alan Guttmacher Institute are significantly lower than
>>>    the 10 percent figure that has been part of the conventional
>>>    wisdom since it was published in the Kinsey report.
>>
>>1) So what?
>
>So there are less gays, then the gays claim.

Last I checked I was one person, I haven't even been elected
as a representative for ""gaydom"". Should I ascribe every thing
you say as representing every member of the straight community?

>>2) It will be interesting to see the reaction when 2.5million queers
>>   gather in Washington DC. After all if there are only 6million of
>>   us then this is an event unprecidented in history...
>>
>
>Dream on.  Abortion and African-American Civil rights rallies don't even bring
>in half of that.

Thats the point. If there are several million queers in DC you had better
start wondering about the validity of the study.

-- 
------          Join the Pythagorean Reform Church!               .
\    /        Repent of your evil irrational numbers             . .
 \  /   and bean eating ways. Accept 10 into your heart!        . . .
  \/   Call the Pythagorean Reform Church BBS at 508-793-9568  . . . .
    
",space
"From: nanderso@Endor.sim.es.com (Norman Anderson)
Subject: Re: A WRENCH in the works?
Organization: Evans & Sutherland Computer Corp.
Lines: 13

jmcocker@eos.ncsu.edu (Mitch) writes:



>effect that one of the SSRBs that was recovered after the
>recent space shuttle launch was found to have a wrench of
>some sort rattling around apparently inside the case.

I heard a similar statement in our local news (UTAH) tonight. They referred
to the tool as ""...the PLIERS that took a ride into space..."". They also
said that a Thiokol (sp?) employee had reported missing a tool of some kind
during assembly of one SRB. No more info as to the location in the SRB.
I agree, pretty weird.
",politics
"From: cmort@NCoast.ORG (Christopher Morton)
Subject: Re: AF/ATS: Red Army Fraction (RAF) communique
Reply-To: cmort@ncoast.org (Christopher Morton)
Organization: North Coast Public Access *NIX, Cleveland, OH
Lines: 33

As quoted from <c115184.734895755@assn119> by c115184@cs.UAlberta.CA (Merth Eric William):

> 
> >In article <C4vBM1.Gs0@NCoast.ORG>, cmort@NCoast.ORG (Christopher Morton) writes:
> 
> >|>As quoted from <C4vCtB.J1H@dscomsa.desy.de> by hallam@dscomsa.desy.de (Phill Hallam-Baker):
> >|>
> >|>> Isn't it wonderfull the way people can make the sadistic and indescriminate
> >|>> murder of the Bader-Meinhof gang sound like altruism?
> >|>
> >|>Gee Phil, I'd remember where you are and that these people are monitoring the
>    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
> >|>net.  I'd also remember that they have about as much sense of humor as Ed
>    ^^^
> 
> Damn. It isn't Big Brother after all? And all this time I thought that all
> those revolutionaries, while blowing things up and killing the odd
> innocent person in the process, really did love all us proles. ('cause
> _everybody knows_ that dialectical materialism will save you [even
> if it has to get you killed first]).
> What a fool I've been. 

What you fail to see is that in order to make a nightmarish stew of psychosis
and repression, you have to break a few eggs.  You the evil productive 
elements in society, are those eggs....

Damn the spirit, full speed ahead....

-- 
===================================================================
""You're like a bunch of over-educated, New York jewish ACLU lawyers
fighting to eliminate school prayer from the public schools in
Arkansas"" - Holly Silva
",space
"From: jason@ab20.larc.nasa.gov (Jason Austin)
Subject: Re: Temper tantrums from the 1960's
Organization: NASA Langley Research Center, Hampton, VA
Lines: 45
Distribution: usa
	<1993Apr5.193616.14521@cbnewsi.cb.att.com> <philC51D4F.G2J@netcom.com>
Reply-To: Jason C. Austin <j.c.austin@larc.nasa.gov>
NNTP-Posting-Host: ab20.larc.nasa.gov
In-reply-to: phil@netcom.com's message of Tue, 6 Apr 1993 00:24:14 GMT

In article <philC51D4F.G2J@netcom.com> phil@netcom.com (Phil Ronzone) writes:
-> In article <1993Apr5.193616.14521@cbnewsi.cb.att.com> gadfly@cbnewsi.cb.att.com (Gadfly) writes:
->     >Now let me get this straight. After a nice, long rant about
->     >how people need to take personal responsibility for their
->     >economic and social lives, all of a sudden 1960's radicals
->     >(such as me, I guess) are responsible for poor people's
->     >lifestyles? Tell me how that works--or do you think that poor
->     >people are just too dumb to think for themselves?
->     >
->     >There are many reasons for the disintegration of the family
->     >and support systems in general among this nation's poor.
->     >Somehow I don't think Murphy Brown--or Janis Joplin--is at
->     >the top of any sane person's list.
->     >
->     >You want to go after my generation's vaunted cultural
->     >revolution for a lasting change for the worse, try so-called
->     >""relevant"" or ""values"" education. Hey, it seemed like a good
->     >idea at the time. How were we to know you needed a real
->     >education first--I mean, we took that for granted.
-> 
-> The 1960's generation were the most spoiled and irresponsible.
-> 
-> The Depression had create mothers and fathers that were determined that their
-> kids would not want for anything -- going overboard and creating a nation of
-> brats.
-> 
-> Consider the contrast between two famous events in July of 1969.
-> 
-> Apollo 11 and Woodstock.
-> 
-> Which group had large numbers of people that could not feed themselves and
-> reverted to the cultural level of primitives (defecation in public etc.).
-> 
-> And which group assembled, took care of itself, and dispersed with no damage,
-> no deaths, no large numbers of drug problems ....
-> 

	Wasn't Woodstock also called the biggest parking lot in
history?  They rejected society and went back to nature in their
parent's cars.
--
Jason C. Austin
j.c.austin@larc.nasa.gov


",space
"From: uck@netcom.com (Tom Chamberlain)
Subject: Buzz Aldrin's Race Into Space?
Organization: NETCOM On-line Communication Services (408 241-9760 guest)
Lines: 6

Has anyone heard of or Played Buzz Aldrin's Race into Space?

Does anyone know when it is expected to be released...?

Thanx, Tom.

",politics
"From: jdnicoll@prism.ccs.uwo.ca (James Davis Nicoll)
Subject: Re: Vandalizing the sky.
Organization: University of Western Ontario, London
Nntp-Posting-Host: prism.engrg.uwo.ca
Lines: 15

In article <C5w5F8.3LC.1@cs.cmu.edu> nickh@CS.CMU.EDU (Nick Haines) writes:
>
>Would they buy it, given that it's a _lot_ more expensive, and not
>much more impressive, than putting a large set of several-km
>inflatable billboards in LEO (or in GEO, visible 24 hours from your
>key growth market). I'll do _that_ for only $5bn (and the changes of
>identity).

	I've heard of sillier things, like a well-known utility company
wanting to buy an 'automated' boiler-cleaning system which uses as many
operators as the old system, and which rumour has it costs three million
more per unit. Automation is more 'efficient' although by what scale they are
not saying...

							James Nicoll
",politics
"From: thf2@kimbark.uchicago.edu (Ted Frank)
Subject: Re: Kyle K. on Rodney King
Reply-To: thf2@midway.uchicago.edu
Organization: University of Chicago
Distribution: usa
Lines: 31

In article <C5pEAy.M15@news.cso.uiuc.edu> kkopp@uxh.cso.uiuc.edu (koppenhoefer kyle cramm) writes:
>thf2@kimbark.uchicago.edu (Ted Frank) writes:
>>In article <C5Lp0y.FDK@news.cso.uiuc.edu> kkopp@uxh.cso.uiuc.edu (koppenhoefer kyle cramm) writes:
>>>How about the fact that you have a bunch of cops putting their lives on
>>>the line day in and day out who are afraid as hell of a large black guy that
>>                                                               ^^^^^
>>>took a large amount of punishment and refused submit?  
>>>
>>I'm curious why you think that particular adjective is important.
>
>       Black is a descriptive adjective that describes Mr. King.  From many
>of the newspaper, radio, and tv news reports I have seen, this adjective      
>is commonly in front of his name.  I have NEVER seen anyone complain about
>the use of this adjective when used in a benign manner.  I did not say that
>Mr. King was a no good black!  I do not know Mr. King and would not make this
>ascertian without some evidence to this effect.  I used it PURELY as a 
>descriptive adjective in the same manner than many ( most ) news people have
>used it in the past.

No one is questioning whether Mr. King is black.  The question arises
whether King's race should make police officers ""afraid as hell.""  Your
statement seems to imply that cops should have a different standard for
large black guys than for just large guys in general.  

That two posts later you don't understand why anyone pointed out your use
of the adjective is almost as informative as your original use.
-- 
ted frank                 | 
thf2@kimbark.uchicago.edu |         I'm sorry, the card says ""Moops.""
the u of c law school     | 
standard disclaimers      | 
",space
"From: redekop@gaul.csd.uwo.ca (Tzoq Mrekazh)
Subject: Re: New Study Out On Gay Percentage
Organization: Welsh Farm
Nntp-Posting-Host: obelix.gaul.csd.uwo.ca
Lines: 16

In article <Apr.16.20.34.50.1993.6677@romulus.rutgers.edu> kaldis@romulus.rutgers.edu (Theodore A. Kaldis) writes:
>So, one
>should properly write ""Who's promiscuous?""  The answer is: ""Many
>homosexuals are.""

 Not quite.  The answer is:  Many homosexuals, heterosexual, and bisexuals are,
but then, many are not.

 Or, more simply: Lots of people are.


-- 
    o-  Tzoq    ""I am a good speller, I am -- C-A-T, dog...           ^ ^
 O   o- tzoq@uwo.ca                           B-A-T, Rhode Island..."" `v'
    o-  redekop@obelix.gaul.csd.uwo.ca                 -- Junyer Bear  ^  
= Bernoulli would have been content to die, had he but known such a^2 cos 2phi =
",space
"From: jgarland@kean.ucs.mun.ca
Subject: Re: Comet in Temporary Orbit Around Jupiter?
Lines: 37
Organization: Memorial University. St.John's Nfld, Canada

In article <15APR199315012030@kelvin.jpl.nasa.gov>, baalke@kelvin.jpl.nasa.gov (Ron Baalke) writes:
> In article <1993Apr15.094320.1723@sq.sq.com>, msb@sq.sq.com (Mark Brader) writes...
>>> > So how close would the comet have gotten to Jupiter on the pass that
>>> > put it into temporary orbit, and how far is it likely to get from
>>> > Jupiter before it makes its escape?
>>> 
>>> The answer to all of these questions is we don't know yet.
>>> We don't know for sure if the comet is in a temporary orbit.
>> 
>>I see.  I wasn't so interested in this particular case as in typical
>>behavior, anyway.  Can these questions be answered for a previous
>>instance, such as the Gehrels 3 that was mentioned in an earlier posting?
> 
> Gehrels 3 was in a temporary Jovian orbit for about 3 or 4 years.  I'll
> get the orbital elements from Dance of the Planets and post them here.

Sorry folks, I should have done this, and meant to just after i hit the 
send key...

Orbital Elements of Comet 1977VII (from Dance files)

p(au)          3.424346
e              0.151899
i              1.0988
cap_omega(0) 243.5652
W(0)         231.1607
epoch       1977.04110

Also, perihelions of Gehrels3 were:

April  1973     83 jupiter radii
August 1970     ~3 jupiter radii

Hope this helps...I'm even less of an orbital mechanic than I am an artist.

John Garland
jgarland@kean.ucs.mun.ca
",politics
"From: prb@access.digex.com (Pat)
Subject: Re: NAVSTAR positions
Organization: Express Access Online Communications, Greenbelt, MD USA
Lines: 7
NNTP-Posting-Host: access.digex.net

  C-3's bird may be flaking out and expecting to die soon.

or C-3  may orbit over  major users areas, and it may be
needed to provide  redundancy on that plane  while b-4  may orbit
over hicksville, and not have muc of a user community.

pat
",politics
"From: gsh7w@fermi.clas.Virginia.EDU (Greg Hennessy)
Subject: Re: Keeping Spacecraft on after Funding Cuts.
Organization: University of Virginia
Lines: 13

In article <1r6aqr$dnv@access.digex.net> prb@access.digex.com (Pat) writes:
#The better question  should be.
#Why not transfer  O&M of all birds to a separate agency with continous funding
#to support these kind of ongoing science missions.

Since we don't have the money to keep them going now, how will
changing them to a seperate agency help anything?

--
-Greg Hennessy, University of Virginia
 USPS Mail:     Astronomy Department, Charlottesville, VA 22903-2475 USA
 Internet:      gsh7w@virginia.edu  
 UUCP:		...!uunet!virginia!gsh7w
",politics
"From: C.O.EGALON@LARC.NASA.GOV (CLAUDIO OLIVEIRA EGALON)
Subject: Re: Space Debris
Organization: NASA Langley Research Center
Lines: 10
Distribution: world
Reply-To: C.O.EGALON@LARC.NASA.GOV (CLAUDIO OLIVEIRA EGALON)
NNTP-Posting-Host: tahiti.larc.nasa.gov

> Keesler, Loftus, Potter, Stansbery, Kubriek....?

I gues it is Keesler. The others do not ring the bell but they might be 
involved as well. Sometime ago Keesler was here at Langley teaching 
a course on space debris and, if my memory does not fai,l I think there
was even a reference to a book on the subject.

C.O.Egalon@larc.nasa.gov

Claudio Oliveira Egalon
",politics
"From: drickel@bounce.mentorg.com (Dave Rickel)
Subject: Re: So I'm an idiot, what else is new?
Originator: drickel@bounce
Nntp-Posting-Host: bounce.mentorg.com
Organization: Mentor Graphics 
Keywords: 
Lines: 17


In article <9303311213.AA49462@jsc.nasa.gov>, mcelwre@cnsvax.uwec.edu (R. E. McElwaine) writes:
|> RUSSIA'S OPERATIVE
|> 
|>                In March 1993, Russian President Boris Yeltsin
|>           proposed to the United States and the United Nations a global
|>           defense shield (with ""Star Wars""-type weapons) AGAINST
...

Funny.  A bit disturbing.  Forging a posting seems somewhat unethical, even
if the subject is as notorious as McElwaine.

Followups should definitely not go to sci.space.


david rickel
drickel@sjc.mentorg.com
",politics
"From: henry@zoo.toronto.edu (Henry Spencer)
Subject: Re: Moonbase race
Organization: U of Toronto Zoology
Lines: 13

In article <1r6rn3INNn96@mojo.eng.umd.edu> sysmgr@king.eng.umd.edu writes:
>You'd need to launch HLVs to send up large amounts of stuff.  Do you know 
>of a private Titan pad? 

You'd need to launch HLVs to send up large amounts of stuff *if* you assume
no new launcher development.  If you assume new launcher development, with
lower costs as a specific objective, then you probably don't want to
build something HLV-sized anyway.

Nobody who is interested in launching things cheaply will buy Titans.  It
doesn't take many Titan pricetags to pay for a laser launcher or a large
gas gun or a development program for a Big Dumb Booster, all of which
would have far better cost-effectiveness.
",politics
"From: margoli@watson.ibm.com (Larry Margolis)
Subject: Re: I thought commercial Advertising was Not allowed
Distribution: na
News-Software: IBM OS/2 PM RN (NR/2) v0.17i by O. Vishnepolsky and R. Rogers
Lines: 35
Reply-To: margoli@watson.IBM.com (Larry Margolis)
Disclaimer: This posting represents the poster's views, not necessarily those of IBM.
Nntp-Posting-Host: netslip63.watson.ibm.com
Organization: The Village Waterbed

In <C50sMA.3GK@voder.nsc.com> matt@galaxy.nsc.com (Matt Freivald x8043) writes:
>In article 164871 in talk.politics.misc, margoli@watson.ibm.com
>(Larry Margolis) writes:
>
>>>I would suggest that legal precedent defines a human being (i.e., a person
>>>whose rights are protected by the Constitution and the law) as someone with
>>>a functioning brain.
>
>>No, if you want to use legal precedent, you should take a look at the
>>Model Penal Code, on which many states base their criminal code:
>
>My apologies if I was unclear; I was not trying to start a statutory
>debate, since there are many (in some cases conflicting) statutes on
>the books.  I was merely suggesting a paradigm that might make sense
>for a pro-choicer IMHO.

And I was pointing out that legal precedent defines a human being as
referring only to the born, so your suggestion was incorrect.

>>>If at some point an unborn child is a human being, the parents clearly
>>>have the same responsibilities toward her as any other parents have toward
>>>their children.
>
>>And no parent can be forced to supply bodily resources toward their children,
>>even if necessary to save the child's life.
>
>There is a confusion here between action and inaction: a parent does not have
>to run out in front of a bus to save their child's life either, but a parent
>IS required to feed his children.

There is a confusion here about what ""bodily resources"" constitutes.  Blood
transfusions and organ donations involve bodily resources; your examples
do not.
--
Larry Margolis, MARGOLI@YKTVMV (Bitnet), margoli@watson.IBM.com (Internet)
",space
"From: xrcjd@resolve.gsfc.nasa.gov (Charles J. Divine)
Subject: Space Station radio commercial
Organization: NASA/GSFC Greenbelt Maryland
Lines: 13

A brief political/cultural item.

Radio station WGMS in Washington is a classical music station with
a large audience among high officials (elected and otherwise).  
Imagine a radio station that advertises Mercedes Benzes, diamond
jewelry, expensive resorts and (truthfully) Trident submarines.

This morning I heard a commercial for the space station project.
Didn't catch the advertiser.

Guess they're pulling out all the stops.
-- 
Chuck Divine
",politics
"From: wingo%cspara.decnet@Fedex.Msfc.Nasa.Gov
Subject: Re: NASA ""Wraps""
Organization: University of Houston
Lines: 160
Distribution: world
NNTP-Posting-Host: judy.uh.edu
News-Software: VAX/VMS VNEWS 1.41    

In article <1993Apr18.034101.21934@iti.org>, aws@iti.org (Allen W. Sherzer) writes...
>In article <17APR199316423628@judy.uh.edu> wingo%cspara.decnet@Fedex.Msfc.Nasa.Gov writes:
> 
>>I don't care who told you this it is not generally true. I see EVERY single
>>line item on a contract and I have to sign it. There is no such thing as
>>wrap at this university. 
> 
>Dennis, I have worked on or written proposals worth tens of millions
>of $$. Customers included government (including NASA), for profit and
>non-profit companies. All expected a wrap (usually called a fee). Much
>of the work involved allocating and costing the work of subcontractors.
>The subcontractors where universities, for-profits, non-profits, and
>even some of the NASA Centers for the Commercialization of Space. ALL
>charged fees as part of the work. Down the street is one of the NASA
>commercialization centers; they charge a fee.
> 

You totally forgot the original post that you posted Allen. In that post
you stated that the ""wrap"" was on top of and in addition to any overhead.
Geez in this post you finally admit that this is not true.

>Now, I'm sure your a competent engineer Dennis, but you clearly lack
>experience in several areas. Your posts show that you don't understand
>the importance of integration in large projects. You also show a lack
>of understanding of costing efforts as shown by your belief that it
>is reasonable to charge incremental costs for everything. This isn't
>a flame, jsut a statement.

Come your little ol buns down here and you will find out who is doing
what and who is working on integration. This is simply an ad hominum
attack and you know it.

> 
>Your employer DOES charge a fee. You may not see it but you do.
>

Of course there is a fee. It is for administration. Geez Allen any
organization has costs but there is a heck of a difference in  legitimate
costs, such as libraries and other things that must be there to support
a program and ""wrap"" as you originally stated it.You stated that wrap
was on top of all of the overhead which a couple of sentences down you
say is not true. Which is it Allen?

>>>Sounds like they are adding it to their overhead rate. Go ask your
>>>costing people how much fee they add to a project.
> 
>>I did they never heard of it but suggest that, like our president did, that
>>any percentage number like this is included in the overhead.
> 
>Well there you are Dennis. As I said, they simply include the fee in
>their overhead. Many seoparate the fee since the fee structure can
>change depending on the customer.
>

As you have posted on this subject Allen, you state that wrap is over and
above overhead and is a seperate charge. You admit here that this is wrong.
Nasa has a line item budget every year. I have seen it Allen. Get some
numbers from that detailed NASA budget and dig out the wrap numbers and then
howl to high heaven about it. Until you do that you are barking in the wind.

>>No Allen you did not. You merely repeated allegations made by an Employee
>>of the Overhead capital of NASA. 
> 
>Integration, Dennis, isn't overhead.
> 
>>Nothing that Reston does could not be dont
>>better or cheaper at the Other NASA centers  where the work is going on.
>

Integration could be done better at the centers. Apollo integration was 
done here at Msfc and that did not turn out so bad. The philosophy of
Reston is totally wrong Allen. There you have a bunch of people who are
completely removed from the work that they are trying to oversee. There
is no way that will ever work. It has never worked in any large scale project
that it was ever tried on. Could you imagine a Reston like set up for 
Apollo?

>Dennis, Reston has been the only NASA agency working to reduce costs. When
>WP 02 was hemoraging out a billion $$, the centers you love so much where
>doing their best to cover it up and ignore the problem. Reston was the
>only place you would find people actually interested in solving the
>problems and building a station.
>

Oh you are full of it Allen on this one. I agree that JSC screwed up big.
They should be responsible for that screw up and the people that caused it
replaced. To make a stupid statement like that just shows how deep your
bias goes. Come to MSFC for a couple of weeks and you will find out just
how wrong you really are. Maybe not, people like you believe exactly what
they want to believe no matter  what the facts are contrary to it. 

>>Kinda funny isn't it that someone who talks about a problem like this is
>>at a place where everything is overhead.
> 
>When you have a bit more experience Dennis, you will realize that
>integration isn't overhead. It is the single most important part
>of a successful large scale effort.
>

I agree that integration is the single most important part of a  successful
large scale effort. What I completly disagree with is seperating that
integration function from  the people that are doing the work. It is called
leadership Allen. That is what made Apollo work. Final responsibility for
the success of Apollo was held by less than 50 people. That is leadership
and responsibility. There is neither when you have any organization set up
as Reston is. You could take the same people and move them to JSC or MSFC
and they could do a much better job. Why did it take a year for Reston to
finally say something about the problem? If they were on site and part of the
process then the problem would have never gotten out of hand in the first place.

There is one heck of a lot I do not know Allen, but one thing I do know is that
for a project to be successful you must have leadership. I remember all of the
turn over at Reston that kept SSF program in shambles for years do you? It is
lack of responsibility and leadership that is the programs problem. Lack of
leadership from the White House, Congress and at Reston. Nasa is only a
symptom of a greater national problem. You are so narrowly focused in your
efforts that you do not see this.

>>Why did the Space News artice point out that it was the congressionally
>>demanded change that caused the problems? Methinks that you are being 
>>selective with the facts again.
> 
>The story you refer to said that some NASA people blamed it on
>Congress. Suprise suprise. The fact remains that it is the centers
>you support so much who covered up the overheads and wouldn't address
>the problems until the press published the story.
> 
>Are you saying the Reston managers where wrong to get NASA to address
>the overruns? You approve of what the centers did to cover up the overruns?
>

No, I am saying that if they were located at JSC it never would have 
happened in the first place.

>>If it takes four flights a year to resupply the station and you have a cost
>>of 500 million a flight then you pay 2 billion a year. You stated that your
>>""friend"" at Reston said that with the current station they could resupply it
>>for a billion a year ""if the wrap were gone"". This merely points out a 
>>blatent contridiction in your numbers that understandably you fail to see.
> 
>You should know Dennis that NASA doesn't include transport costs for
>resuply. That comes from the Shuttle budget. What they where saying
>is that operational costs could be cut in half plus transport.
> 
>>Sorry gang but I have a deadline for a satellite so someone else is going
>>to have to do Allen's math for him for a while. I will have little chance to
>>do so.
> 
>I do hope you can find the time to tell us just why it was wrong of
>Reston to ask that the problems with WP 02 be addressed.
> 
I have the time to reitereate one more timet that if the leadership that is
at reston was on site at JSC the problem never would have happened, totally
ignoring the lack of leadership of congress. This many headed hydra that
has grown up at NASA is the true problem of the Agency and to try to 
change the question to suit you and your bias is only indicative of
your position.

Dennis, University of Alabama in Huntsville

",politics
"From: rcollins@ns.encore.com (Roger Collins)
Subject: Re: Limiting Govt (Was Re: Employment (was Re: Why not concentrate...)
Reply-To: rcollins@encore.com
Organization: Encore Computer Corporation
Nntp-Posting-Host: sysgem1.encore.com
Lines: 46

In article <1993Apr15.164605.8439@isc-br.isc-br.com>, steveh@thor.isc-br.com (Steve Hendricks) writes:
|> In article <SLAGLE.93Apr15000157@sgi417.msd.lmsc.lockheed.com> slagle@lmsc.lockheed.com writes:
|> >It is the government that is preventing entry to the market.  The
|> >desire of those running established businesses to prevent or
|> >restrict the entry of competitors is an understandable, though
|> >generally unpleasant, human failing.  But without a means to act
|> >on this desire, without a government with sufficient power to
|> >restrict the options of the potential competitor, the
|> >anti-competitive desire remains just an unpleasant wish.  The
|> >government is the linchpin, so we seek to disengage it so we
|> >don't get the shaft.
|> 
|> Once again, Mark, you don't specify the means through which the government
|> is to be prevented from becoming the tool of business interests.  As a 
|> left-wing, big government, conventional liberal, I'm just as willing as
|> you are to vote against anti-competitive regulations that favor auto
|> dealers.  
|> 
|> But what I hear from libertarians is a desire to limit incumbents' terms,
|> to weaken government by eliminating its power to enforce antitrust laws,
|> and a desire to eliminate legislator's pay.  Each strikes me as a 
|> particularly ineffective way to insure that auto dealers and other special
|> interests cannot influence public policy.  In fact, they seem clearly
|> designed to accomplish the opposite.

This is similar to my saying that Clinton's timber summit does little to
fix the health care problem.  Look at the whole picture, not just
randomly picked libertarian positions.  If government is not allowed to
use ""non-initiated force"" to achieve its goals, than no special interest
can influence the government to use non-initiated force on their behalf.

The means to reaching such a restricted government is another topic
which I'll address briefly.  It certainly won't happen until
libertarianism is the dominate philosophy.  What means do we have to
make libertarianism the dominate philosophy?  Statists run the education
monopoly, so we have to be creative.  The Advocates for Self-Government
reports 85% of their Seminar 1 participants ""embrace"" libertarianism.
That's the best means I've seen yet.  We should lobby for compulsory
Seminar 1 attendance. :) [in jest!]

Roger Collins

It's amazing to me that governments around the world will try every
aspect of government control before, as a final last resort after
everything else fails, they will try individual liberty.
	-- Andre Marrou, Libertarian candidate for President '92
",space
